product_name,brand,product_type,unit,unit_purchase,price_per_unit,total_price,currency,date,delivery,store_location,type_store,customer_name,cashier_name
Wheelbarrow,Artco,Tool,Piece,9,450000,4050000,IDR,2024-02-15 12:34:39,Pickup,Jakarta,Branch,Nina Tanuwijaya,Muhammad Fikru
Water Faucet,Wasser,Sanitary,Piece,23,75000,1725000,IDR,2022-11-15 12:23:33,Pickup,Bandung,Branch,Ferry Jayawardana,Harum Hafsa
Shower,American Standard,Sanitary,Set,2,200000,400000,IDR,2021-07-27 09:54:38,Pickup,Denpasar,Branch,Wawan Shihab,Nina Octavia
Roof Batten (Reng),Unbranded,Wood,Piece,41,15000,615000,IDR,2024-03-15 17:30:48,Delivery,Jayapura,Branch,Saiful Tanuwijaya,Fauzi Ghaffar
Lightweight Brick (AAC Block),Hebel,Brick,Piece,24,10000,240000,IDR,2020-03-05 14:52:18,Pickup,Denpasar,Branch,Saiful Thalib,Ilyas Jabar
Trowel,Lippro,Tool,Piece,10,25000,250000,IDR,2024-09-09 14:43:21,Pickup,Bandung,Branch,Agus Pahlevi,Anwar Arif Akhtar
Sandpaper,Taiyo,Paint Accessory,Piece,36,5000,180000,IDR,2022-10-22 15:29:02,Delivery,Jayapura,Branch,Ananda Ubaid,Fauzi Ghaffar
Electrical Cable,Supreme,Electrical,Meter,37,5000,185000,IDR,2020-03-03 12:04:20,Delivery,Jayapura,Branch,Nina Syaiban,Fauzi Ghaffar
Electrical Cable,Supreme,Electrical,Meter,17,5000,85000,IDR,2020-02-06 08:06:35,Delivery,Medan,Branch,Kayla Thalib,Chairil Dhaifullah
Wooden Beam,Unbranded,Wood,Piece,11,40000,440000,IDR,2024-10-25 15:46:23,Delivery,Jakarta,Branch,Ananda Malaka,Erinna Elsa Elizha
River Stone,Unbranded,Stone,Cubic Meter,36,330000,11880000,IDR,2020-10-29 08:50:29,Pickup,Medan,Branch,Maya Thalib,Kezia Karen
Rebar 6mm,Krakatau Steel,Steel,Meter,37,15000,555000,IDR,2021-08-25 10:08:16,Delivery,Bandung,Branch,Aleena Syaiban,Hera Harsha
Roof Batten (Reng),Unbranded,Wood,Piece,33,15000,495000,IDR,2022-07-02 11:25:25,Pickup,Medan,Branch,Hendra Pahlevi,Kayla Kiki Lena
Spirit Level,Krisbow,Tool,Piece,2,65000,130000,IDR,2021-06-05 16:04:55,Delivery,Surabaya,Branch,Kayla Jayawardana,Burhan Bakhtiar
Granite Tile,Indogress,Tile,Box,48,150000,7200000,IDR,2022-07-09 16:01:18,Pickup,Surabaya,Branch,Agung Pahlevi,Zahra Jasmine
Granite Tile,Indogress,Tile,Box,16,150000,2400000,IDR,2020-02-06 14:47:06,Delivery,Tasikmalaya,Head Office,Saiful Kusuma,Al Harits
Timber Roof Frame,Unbranded,Roof Frame,Meter,24,30000,720000,IDR,2023-11-11 15:14:52,Delivery,Jayapura,Branch,Asep Jayawardana,Latifa Laila
Spirit Level,Krisbow,Tool,Piece,16,65000,1040000,IDR,2020-06-25 14:59:58,Pickup,Bandung,Branch,Agung Syaiban,Hera Harsha
Door Handle,Belleza,Lock Accessory,Piece,33,50000,1650000,IDR,2021-07-05 09:06:28,Pickup,Jakarta,Branch,Tono Wijaya,Muhammad Fikru
Hand Saw,Tekiro,Tool,Piece,21,60000,1260000,IDR,2021-09-02 14:22:48,Pickup,Denpasar,Branch,Melania Malaka,Permata Qaila
Wall Paint,Dulux,Paint,Can,12,120000,1440000,IDR,2022-01-15 17:51:51,Delivery,Denpasar,Branch,Budi Thalib,Permata Qaila
Concrete Block,Bricon,Brick,Piece,28,5000,140000,IDR,2022-12-06 13:36:37,Delivery,Tasikmalaya,Head Office,Asep Ubaid,Ayu Putri Avicenna
Skim Coat (Wall Putty),Drymix,Mortar,Sack,21,55000,1155000,IDR,2020-12-04 14:53:24,Delivery,Surabaya,Branch,Kayla Thalib,Isabell Inaya
PVC Door,Maspion,Door,Piece,41,350000,14350000,IDR,2023-09-29 08:09:30,Delivery,Bandung,Branch,Tono Pahlevi,Anwar Arif Akhtar
Floor Drain,Onda,Sanitary,Piece,22,50000,1100000,IDR,2022-05-17 17:15:16,Pickup,Jayapura,Branch,Nina Malaka,Marshanda Maharani
Trowel,Lippro,Tool,Piece,43,25000,1075000,IDR,2024-04-23 12:42:20,Delivery,Tasikmalaya,Head Office,Saiful Kusuma,Naura Aliya Lestari
Tiga Roda 50 kg,Tiga Roda,Cement,Sack,25,76000,1900000,IDR,2021-09-21 08:36:16,Delivery,Tasikmalaya,Head Office,Tono Malaka,Ayu Putri Avicenna
Rebar 8mm,Master Steel,Steel,Meter,43,20000,860000,IDR,2022-12-20 13:58:56,Delivery,Medan,Branch,Syifa Pahlevi,Ehsan Aziz
Timber Roof Frame,Unbranded,Roof Frame,Meter,39,30000,1170000,IDR,2020-04-09 12:54:19,Pickup,Tasikmalaya,Head Office,Tono Kusuma,Naura Aliya Lestari
Sitting Toilet,TOTO,Sanitary,Piece,8,1200000,9600000,IDR,2023-05-24 17:31:03,Pickup,Surabaya,Branch,Tono Syaiban,Zahra Jasmine
Holcim 50 kg,Holcim,Cement,Sack,27,68000,1836000,IDR,2024-08-08 16:57:12,Pickup,Jayapura,Branch,Ferry Wijaya,Latifa Laila
Metal Roof Tile,Multi Roof,Roof Covering,Piece,41,5000,205000,IDR,2024-07-27 10:02:59,Delivery,Jakarta,Branch,Ayu Pahlevi,Muhammad Fikru
Measuring Tape,Stanley,Tool,Piece,24,30000,720000,IDR,2021-02-02 08:48:50,Delivery,Bandung,Branch,Wawan Ubaid,Hera Harsha
Concrete Sand,Unbranded,Sand,Cubic Meter,42,300000,12600000,IDR,2024-03-11 12:34:28,Pickup,Jayapura,Branch,Agung Kusuma,Fauzi Ghaffar
Concrete Sand,Unbranded,Sand,Cubic Meter,44,300000,13200000,IDR,2020-07-08 11:23:26,Delivery,Jakarta,Branch,Maya Jayawardana,Erinna Elsa Elizha
Timber Beam (Kaso),Unbranded,Wood,Piece,41,25000,1025000,IDR,2020-02-04 08:44:51,Pickup,Medan,Branch,Asep Pahlevi,Chairil Dhaifullah
Wall Putty (Filler),Matex,Paint Accessory,Kg,32,20000,640000,IDR,2023-10-21 12:16:13,Delivery,Denpasar,Branch,Wawan Shihab,Permata Qaila
Sitting Toilet,TOTO,Sanitary,Piece,14,1200000,16800000,IDR,2020-04-29 15:52:29,Pickup,Jayapura,Branch,Saiful Tanuwijaya,Latifa Laila
Masonry Sand,Unbranded,Sand,Cubic Meter,28,250000,7000000,IDR,2021-03-04 14:36:59,Pickup,Tasikmalaya,Head Office,Melania Syaiban,Atyla Azfa
Steel Door,WINA,Door,Piece,23,700000,16100000,IDR,2023-06-05 11:04:21,Pickup,Medan,Branch,Nina Syaiban,Chairil Dhaifullah
Door Hinge,Belleza,Lock Accessory,Pair,8,30000,240000,IDR,2022-09-03 16:00:06,Delivery,Medan,Branch,Melania Shihab,Kayla Kiki Lena
Timber Roof Frame,Unbranded,Roof Frame,Meter,16,30000,480000,IDR,2022-01-24 10:17:14,Delivery,Jakarta,Branch,Wawan Shihab,Erinna Elsa Elizha
Lamp Bulb,Philips,Electrical,Piece,40,15000,600000,IDR,2021-06-29 08:15:25,Delivery,Bandung,Branch,Tono Ubaid,Hera Harsha
PVC Pipe,Rucika,Plumbing,Meter,27,16000,432000,IDR,2023-02-17 14:41:38,Pickup,Medan,Branch,Tono Malaka,Chairil Dhaifullah
Shower,American Standard,Sanitary,Set,24,200000,4800000,IDR,2022-11-08 10:29:54,Pickup,Denpasar,Branch,Tono Wijaya,Nina Octavia
Wall Paint,Dulux,Paint,Can,43,120000,5160000,IDR,2024-06-29 15:52:52,Delivery,Denpasar,Branch,Maya Tanuwijaya,Ilyas Jabar
Tile Adhesive Mortar,AM,Mortar,Sack,46,60000,2760000,IDR,2024-01-08 14:14:48,Delivery,Jakarta,Branch,Melania Thalib,Muhammad Fikru
Door Frame (Wood),Unbranded,Door Frame,Piece,50,250000,12500000,IDR,2021-04-24 12:27:25,Delivery,Jayapura,Branch,Azahra Shihab,Faiz Fadlurrahman
Lightweight Brick (AAC Block),Hebel,Brick,Piece,37,10000,370000,IDR,2022-04-18 14:12:29,Pickup,Denpasar,Branch,Maya Shihab,Permata Qaila
Lightweight Steel Roof Frame,Taso,Roof Frame,Meter,43,45000,1935000,IDR,2022-09-16 13:52:47,Pickup,Surabaya,Branch,Erna Malaka,Agus Cahyadi
Spirit Level,Krisbow,Tool,Piece,19,65000,1235000,IDR,2020-11-21 08:33:37,Pickup,Tasikmalaya,Head Office,Budi Tanuwijaya,Ayu Putri Avicenna
Spandek / Galvalume Sheet,BlueScope,Roof Covering,Meter,47,90000,4230000,IDR,2021-06-10 10:36:23,Delivery,Denpasar,Branch,Nina Malaka,Permata Qaila
Rebar 8mm,Master Steel,Steel,Meter,8,20000,160000,IDR,2020-01-03 16:39:49,Pickup,Jayapura,Branch,Ayu Jayawardana,Marshanda Maharani
Tiga Roda 40 kg,Tiga Roda,Cement,Sack,41,64000,2624000,IDR,2022-04-15 11:18:58,Delivery,Surabaya,Branch,Asep Malaka,Isabell Inaya
Crushed Stone / Gravel,Unbranded,Stone,Cubic Meter,45,350000,15750000,IDR,2022-04-05 17:41:40,Delivery,Surabaya,Branch,Wawan Tanuwijaya,Burhan Bakhtiar
Shower,American Standard,Sanitary,Set,34,200000,6800000,IDR,2022-03-25 12:57:50,Delivery,Jayapura,Branch,Kayla Syaiban,Fauzi Ghaffar
Masonry Sand,Unbranded,Sand,Cubic Meter,40,250000,10000000,IDR,2024-06-17 11:28:00,Pickup,Jayapura,Branch,Aleena Wijaya,Fauzi Ghaffar
Lightweight Steel Roof Frame,Taso,Roof Frame,Meter,26,45000,1170000,IDR,2021-12-15 13:13:54,Pickup,Bandung,Branch,Ananda Wijaya,Asep Aziz
Paint Brush,Eterna,Paint Accessory,Piece,21,15000,315000,IDR,2020-08-03 16:02:21,Pickup,Surabaya,Branch,Ananda Thalib,Zahra Jasmine
Conduit Pipe,Clipsal,Electrical,Meter,25,7000,175000,IDR,2023-02-07 08:21:41,Pickup,Surabaya,Branch,Aleena Jayawardana,Burhan Bakhtiar
Concrete Sand,Unbranded,Sand,Cubic Meter,18,300000,5400000,IDR,2021-07-26 11:19:15,Pickup,Jayapura,Branch,Maya Jayawardana,Fauzi Ghaffar
Sandpaper,Taiyo,Paint Accessory,Piece,46,5000,230000,IDR,2022-05-14 14:12:19,Pickup,Denpasar,Branch,Kayla Thalib,Permata Qaila
Conduit Pipe,Clipsal,Electrical,Meter,37,7000,259000,IDR,2021-03-26 15:10:23,Delivery,Medan,Branch,Melania Shihab,Kayla Kiki Lena
Ceramic Tile,Roman,Tile,Box,23,75000,1725000,IDR,2022-09-21 15:59:28,Delivery,Tasikmalaya,Head Office,Kayla Kusuma,Atyla Azfa
Lightweight Steel Roof Frame,Taso,Roof Frame,Meter,35,45000,1575000,IDR,2021-03-31 13:08:49,Pickup,Medan,Branch,Maya Thalib,Chairil Dhaifullah
Wooden Beam,Unbranded,Wood,Piece,30,40000,1200000,IDR,2024-11-02 16:09:41,Delivery,Denpasar,Branch,Kayla Tanuwijaya,Permata Qaila
Concrete Sand,Unbranded,Sand,Cubic Meter,47,300000,14100000,IDR,2020-01-25 14:26:12,Delivery,Jayapura,Branch,Agus Thalib,Fauzi Ghaffar
Power Outlet,Panasonic,Electrical,Piece,46,20000,920000,IDR,2020-01-07 10:32:21,Pickup,Medan,Branch,Erna Jayawardana,Kayla Kiki Lena
Holcim 40 kg,Holcim,Cement,Sack,4,56000,224000,IDR,2024-12-23 15:25:11,Delivery,Jayapura,Branch,Hendra Jayawardana,Faiz Fadlurrahman
Ceramic Tile,Roman,Tile,Box,19,75000,1425000,IDR,2021-11-04 11:08:08,Pickup,Bandung,Branch,Asep Malaka,Harum Hafsa
Lamp Bulb,Philips,Electrical,Piece,49,15000,735000,IDR,2022-02-12 08:42:41,Pickup,Bandung,Branch,Nina Shihab,Anwar Arif Akhtar
Plaster Mortar,Mortar Utama (MU),Mortar,Sack,49,50000,2450000,IDR,2024-03-02 16:15:26,Pickup,Tasikmalaya,Head Office,Wawan Pahlevi,Al Harits
Rebar 6mm,Krakatau Steel,Steel,Meter,34,15000,510000,IDR,2020-11-27 17:12:23,Delivery,Surabaya,Branch,Azahra Jayawardana,Zahra Jasmine
Timber Beam (Kaso),Unbranded,Wood,Piece,31,25000,775000,IDR,2021-12-04 12:16:35,Pickup,Tasikmalaya,Head Office,Saiful Ubaid,Naura Aliya Lestari
Masonry Sand,Unbranded,Sand,Cubic Meter,35,250000,8750000,IDR,2023-02-04 09:40:04,Pickup,Medan,Branch,Erna Syaiban,Kezia Karen
Metal Roof Tile,Multi Roof,Roof Covering,Piece,50,5000,250000,IDR,2022-05-14 08:22:28,Pickup,Surabaya,Branch,Ananda Tanuwijaya,Zahra Jasmine
Formwork Board (Shuttering),Unbranded,Wood,Piece,18,30000,540000,IDR,2023-01-06 10:31:29,Delivery,Medan,Branch,Melania Malaka,Kezia Karen
Hand Saw,Tekiro,Tool,Piece,11,60000,660000,IDR,2022-02-26 13:27:51,Pickup,Jakarta,Branch,Ananda Pahlevi,Erinna Elsa Elizha
Floor Drain,Onda,Sanitary,Piece,27,50000,1350000,IDR,2024-01-20 16:42:58,Delivery,Jakarta,Branch,Nina Ubaid,Fiona Gianna
Shower,American Standard,Sanitary,Set,12,200000,2400000,IDR,2020-01-13 12:09:08,Delivery,Medan,Branch,Hendra Jayawardana,Kayla Kiki Lena
Asbestos Sheet,Djabesmen,Roof Covering,Meter,20,60000,1200000,IDR,2023-05-10 12:05:04,Delivery,Surabaya,Branch,Ananda Thalib,Zahra Jasmine
Door Handle,Belleza,Lock Accessory,Piece,41,50000,2050000,IDR,2023-01-06 15:47:16,Delivery,Jakarta,Branch,Ananda Pahlevi,Erinna Elsa Elizha
Concrete Sand,Unbranded,Sand,Cubic Meter,40,300000,12000000,IDR,2024-08-07 09:01:57,Pickup,Denpasar,Branch,Tono Wijaya,Ibrahim Iman
Tile Adhesive Mortar,AM,Mortar,Sack,15,60000,900000,IDR,2024-11-06 17:26:49,Pickup,Tasikmalaya,Head Office,Kayla Malaka,Al Harits
Skim Coat (Wall Putty),Drymix,Mortar,Sack,38,55000,2090000,IDR,2023-12-09 12:09:37,Delivery,Jayapura,Branch,Ayu Malaka,Marshanda Maharani
Hand Saw,Tekiro,Tool,Piece,13,60000,780000,IDR,2023-10-17 12:23:37,Delivery,Denpasar,Branch,Hendra Thalib,Ilyas Jabar
Door Handle,Belleza,Lock Accessory,Piece,22,50000,1100000,IDR,2023-02-17 14:51:12,Delivery,Medan,Branch,Erna Tanuwijaya,Kayla Kiki Lena
Spirit Level,Krisbow,Tool,Piece,23,65000,1495000,IDR,2022-12-27 14:34:49,Delivery,Tasikmalaya,Head Office,Maya Ubaid,Ayu Putri Avicenna
Tile Grout,Sika,Mortar,Sack,2,45000,90000,IDR,2020-09-04 10:20:44,Pickup,Medan,Branch,Wawan Jayawardana,Kayla Kiki Lena
Rebar 10mm,Gunung Steel,Steel,Meter,37,25000,925000,IDR,2020-01-23 11:17:35,Delivery,Jayapura,Branch,Agus Wijaya,Marshanda Maharani
Door Handle,Belleza,Lock Accessory,Piece,1,50000,50000,IDR,2022-04-13 10:03:13,Pickup,Denpasar,Branch,Kayla Syaiban,Ilyas Jabar
Concrete Block,Bricon,Brick,Piece,29,5000,145000,IDR,2024-11-07 12:49:51,Pickup,Jayapura,Branch,Syifa Pahlevi,Marshanda Maharani
Door Hinge,Belleza,Lock Accessory,Pair,19,30000,570000,IDR,2020-01-06 13:07:54,Delivery,Tasikmalaya,Head Office,Asep Kusuma,Naura Aliya Lestari
Tiga Roda 50 kg,Tiga Roda,Cement,Sack,5,76000,380000,IDR,2022-06-07 11:53:36,Delivery,Denpasar,Branch,Budi Syaiban,Ilyas Jabar
Squat Toilet,INA,Sanitary,Piece,42,300000,12600000,IDR,2020-01-30 15:35:07,Delivery,Denpasar,Branch,Maya Pahlevi,Permata Qaila
Rebar 10mm,Gunung Steel,Steel,Meter,16,25000,400000,IDR,2023-09-14 10:53:39,Pickup,Jakarta,Branch,Hendra Ubaid,Erinna Elsa Elizha
Wooden Door,Unbranded,Door,Piece,2,500000,1000000,IDR,2020-02-10 12:26:20,Delivery,Tasikmalaya,Head Office,Syifa Ubaid,Naura Aliya Lestari
Wall Paint,Dulux,Paint,Can,4,120000,480000,IDR,2023-02-21 09:16:40,Pickup,Bandung,Branch,Nina Shihab,Anwar Arif Akhtar
Power Outlet,Panasonic,Electrical,Piece,30,20000,600000,IDR,2022-11-16 10:12:24,Pickup,Medan,Branch,Erna Kusuma,Kayla Kiki Lena
Door Hinge,Belleza,Lock Accessory,Pair,24,30000,720000,IDR,2023-06-08 08:37:38,Pickup,Bandung,Branch,Asep Wijaya,Harum Hafsa
Shovel,Camel,Tool,Piece,13,75000,975000,IDR,2022-11-01 14:32:35,Pickup,Jakarta,Branch,Agung Kusuma,Fiona Gianna
Wall Putty (Filler),Matex,Paint Accessory,Kg,33,20000,660000,IDR,2022-07-29 13:26:39,Pickup,Denpasar,Branch,Syifa Syaiban,Permata Qaila
Ceiling Cornice / Profile List,Aplus,Ceiling,Meter,39,15000,585000,IDR,2020-12-03 09:18:38,Pickup,Tasikmalaya,Head Office,Tono Tanuwijaya,Al Harits
Plaster Mortar,Mortar Utama (MU),Mortar,Sack,38,50000,1900000,IDR,2024-08-07 09:40:35,Delivery,Jayapura,Branch,Tono Syaiban,Latifa Laila
River Stone,Unbranded,Stone,Cubic Meter,6,330000,1980000,IDR,2021-07-10 17:18:20,Delivery,Jayapura,Branch,Erna Malaka,Fauzi Ghaffar
Clay Roof Tile,Kanmuri,Roof Covering,Piece,17,2000,34000,IDR,2022-09-13 17:20:27,Pickup,Bandung,Branch,Agus Pahlevi,Anwar Arif Akhtar
Concrete Sand,Unbranded,Sand,Cubic Meter,30,300000,9000000,IDR,2021-03-25 13:43:49,Delivery,Medan,Branch,Asep Kusuma,Ehsan Aziz
Concrete Block,Bricon,Brick,Piece,25,5000,125000,IDR,2023-12-20 10:07:54,Pickup,Surabaya,Branch,Ferry Jayawardana,Isabell Inaya
Trowel,Lippro,Tool,Piece,9,25000,225000,IDR,2021-12-15 09:03:33,Pickup,Jayapura,Branch,Ferry Kusuma,Marshanda Maharani
Spirit Level,Krisbow,Tool,Piece,9,65000,585000,IDR,2022-10-21 13:49:48,Delivery,Denpasar,Branch,Tono Thalib,Ilyas Jabar
Door Frame (Wood),Unbranded,Door Frame,Piece,34,250000,8500000,IDR,2023-02-16 09:50:01,Pickup,Jayapura,Branch,Budi Pahlevi,Latifa Laila
Wall Paint,Dulux,Paint,Can,2,120000,240000,IDR,2023-04-14 11:41:53,Pickup,Jayapura,Branch,Maya Ubaid,Faiz Fadlurrahman
Holcim 50 kg,Holcim,Cement,Sack,14,68000,952000,IDR,2021-01-05 13:23:51,Delivery,Medan,Branch,Ayu Ubaid,Kezia Karen
Sitting Toilet,TOTO,Sanitary,Piece,24,1200000,28800000,IDR,2023-10-27 09:07:46,Pickup,Bandung,Branch,Ayu Syaiban,Harum Hafsa
Floor Drain,Onda,Sanitary,Piece,4,50000,200000,IDR,2020-09-26 14:43:52,Delivery,Surabaya,Branch,Erna Ubaid,Isabell Inaya
Spandek / Galvalume Sheet,BlueScope,Roof Covering,Meter,5,90000,450000,IDR,2024-03-21 09:19:32,Pickup,Jakarta,Branch,Kayla Thalib,Erinna Elsa Elizha
Roof Batten (Reng),Unbranded,Wood,Piece,42,15000,630000,IDR,2023-06-19 08:59:37,Pickup,Medan,Branch,Budi Syaiban,Kayla Kiki Lena
Squat Toilet,INA,Sanitary,Piece,37,300000,11100000,IDR,2021-10-05 11:57:48,Pickup,Bandung,Branch,Hendra Malaka,Asep Aziz
Tiga Roda 50 kg,Tiga Roda,Cement,Sack,1,76000,76000,IDR,2022-05-25 11:56:42,Delivery,Tasikmalaya,Head Office,Maya Wijaya,Ayu Putri Avicenna
Water Tank,Penguin,Plumbing,Piece,26,1500000,39000000,IDR,2023-11-01 16:52:54,Delivery,Surabaya,Branch,Syifa Malaka,Isabell Inaya
Conduit Pipe,Clipsal,Electrical,Meter,15,7000,105000,IDR,2022-07-01 12:54:31,Pickup,Jakarta,Branch,Aleena Tanuwijaya,Ahmad Adam
Squat Toilet,INA,Sanitary,Piece,41,300000,12300000,IDR,2024-07-23 14:09:49,Pickup,Jayapura,Branch,Agus Kusuma,Faiz Fadlurrahman
Wooden Beam,Unbranded,Wood,Piece,18,40000,720000,IDR,2024-12-21 13:02:47,Pickup,Bandung,Branch,Nina Wijaya,Asep Aziz
Sandpaper,Taiyo,Paint Accessory,Piece,9,5000,45000,IDR,2020-08-26 17:12:37,Delivery,Denpasar,Branch,Agus Ubaid,Permata Qaila
Holcim 50 kg,Holcim,Cement,Sack,13,68000,884000,IDR,2023-05-27 14:31:08,Delivery,Jayapura,Branch,Tono Jayawardana,Latifa Laila
Shovel,Camel,Tool,Piece,3,75000,225000,IDR,2023-06-09 16:34:59,Delivery,Tasikmalaya,Head Office,Agung Kusuma,Ayu Putri Avicenna
Lightweight Steel Roof Frame,Taso,Roof Frame,Meter,40,45000,1800000,IDR,2020-03-31 10:18:33,Delivery,Bandung,Branch,Ananda Ubaid,Hera Harsha
Wall Putty (Filler),Matex,Paint Accessory,Kg,35,20000,700000,IDR,2020-05-16 15:25:08,Delivery,Bandung,Branch,Maya Malaka,Anwar Arif Akhtar
Metal Roof Tile,Multi Roof,Roof Covering,Piece,18,5000,90000,IDR,2021-07-08 08:00:01,Delivery,Medan,Branch,Aleena Tanuwijaya,Chairil Dhaifullah
PVC Door,Maspion,Door,Piece,45,350000,15750000,IDR,2022-12-03 10:09:08,Delivery,Medan,Branch,Budi Wijaya,Kezia Karen
Timber Roof Frame,Unbranded,Roof Frame,Meter,21,30000,630000,IDR,2023-04-22 16:10:25,Pickup,Bandung,Branch,Ferry Malaka,Anwar Arif Akhtar
Conduit Pipe,Clipsal,Electrical,Meter,11,7000,77000,IDR,2020-02-25 10:50:44,Delivery,Jakarta,Branch,Melania Malaka,Ahmad Adam
Sandpaper,Taiyo,Paint Accessory,Piece,32,5000,160000,IDR,2023-05-03 13:21:55,Pickup,Surabaya,Branch,Nina Syaiban,Zahra Jasmine
Door Hinge,Belleza,Lock Accessory,Pair,32,30000,960000,IDR,2020-04-02 17:52:02,Delivery,Jayapura,Branch,Melania Shihab,Marshanda Maharani
Timber Beam (Kaso),Unbranded,Wood,Piece,40,25000,1000000,IDR,2020-01-10 16:26:13,Pickup,Jakarta,Branch,Ayu Pahlevi,Erinna Elsa Elizha
Sitting Toilet,TOTO,Sanitary,Piece,8,1200000,9600000,IDR,2021-03-31 14:48:53,Pickup,Bandung,Branch,Ayu Tanuwijaya,Anwar Arif Akhtar
Tiga Roda 50 kg,Tiga Roda,Cement,Sack,23,76000,1748000,IDR,2020-12-24 12:40:03,Pickup,Denpasar,Branch,Ayu Shihab,Ibrahim Iman
Squat Toilet,INA,Sanitary,Piece,4,300000,1200000,IDR,2020-09-01 10:52:18,Pickup,Bandung,Branch,Aleena Tanuwijaya,Hera Harsha
Plastering Float,Lippro,Tool,Piece,16,30000,480000,IDR,2022-04-22 13:59:42,Delivery,Jakarta,Branch,Erna Syaiban,Muhammad Fikru
Door Lock,Solid,Lock,Set,16,100000,1600000,IDR,2024-04-17 10:28:40,Delivery,Jakarta,Branch,Melania Shihab,Fiona Gianna
Door Frame (Wood),Unbranded,Door Frame,Piece,47,250000,11750000,IDR,2020-11-12 11:50:26,Delivery,Medan,Branch,Tono Syaiban,Chairil Dhaifullah
Power Outlet,Panasonic,Electrical,Piece,14,20000,280000,IDR,2024-05-11 13:14:46,Pickup,Surabaya,Branch,Nina Ubaid,Agus Cahyadi
Tile Grout,Sika,Mortar,Sack,8,45000,360000,IDR,2022-09-19 13:44:30,Pickup,Denpasar,Branch,Saiful Syaiban,Nina Octavia
Formwork Board (Shuttering),Unbranded,Wood,Piece,25,30000,750000,IDR,2020-08-28 13:35:53,Delivery,Medan,Branch,Tono Shihab,Ehsan Aziz
Conduit Pipe,Clipsal,Electrical,Meter,9,7000,63000,IDR,2021-01-16 15:02:50,Pickup,Jakarta,Branch,Azahra Kusuma,Fiona Gianna
Rebar 10mm,Gunung Steel,Steel,Meter,1,25000,25000,IDR,2023-05-19 08:45:48,Delivery,Medan,Branch,Hendra Malaka,Kayla Kiki Lena
Concrete Roof Tile,Monier,Roof Covering,Piece,31,3500,108500,IDR,2022-05-06 13:50:52,Pickup,Jakarta,Branch,Ayu Malaka,Erinna Elsa Elizha
Hammer,Lippro,Tool,Piece,30,50000,1500000,IDR,2024-07-22 13:03:37,Delivery,Jakarta,Branch,Asep Wijaya,Erinna Elsa Elizha
Ceramic Tile,Roman,Tile,Box,5,75000,375000,IDR,2021-05-03 09:32:56,Delivery,Bandung,Branch,Tono Wijaya,Anwar Arif Akhtar
River Stone,Unbranded,Stone,Cubic Meter,27,330000,8910000,IDR,2020-05-19 11:37:55,Delivery,Bandung,Branch,Maya Syaiban,Harum Hafsa
Rebar 6mm,Krakatau Steel,Steel,Meter,2,15000,30000,IDR,2024-05-25 16:23:28,Delivery,Jayapura,Branch,Ferry Wijaya,Fauzi Ghaffar
Concrete Block,Bricon,Brick,Piece,17,5000,85000,IDR,2024-10-15 14:55:43,Delivery,Bandung,Branch,Ayu Kusuma,Hera Harsha
Paint Roller,Ace Oldfields,Paint Accessory,Piece,18,25000,450000,IDR,2022-02-10 17:27:30,Pickup,Tasikmalaya,Head Office,Aleena Thalib,Naura Aliya Lestari
Plaster Mortar,Mortar Utama (MU),Mortar,Sack,46,50000,2300000,IDR,2021-07-28 09:42:52,Delivery,Bandung,Branch,Aleena Tanuwijaya,Hera Harsha
Door Handle,Belleza,Lock Accessory,Piece,23,50000,1150000,IDR,2021-05-08 09:25:36,Delivery,Bandung,Branch,Kayla Syaiban,Asep Aziz
Hoe,Camel,Tool,Piece,12,80000,960000,IDR,2020-11-25 16:48:39,Pickup,Surabaya,Branch,Ferry Syaiban,Agus Cahyadi
Door Lock,Solid,Lock,Set,50,100000,5000000,IDR,2024-04-22 11:30:44,Delivery,Jayapura,Branch,Asep Pahlevi,Fauzi Ghaffar
Pliers,Tekiro,Tool,Piece,23,35000,805000,IDR,2023-02-01 12:35:53,Delivery,Jakarta,Branch,Asep Pahlevi,Erinna Elsa Elizha
Holcim 50 kg,Holcim,Cement,Sack,13,68000,884000,IDR,2022-02-25 11:54:39,Delivery,Medan,Branch,Ferry Malaka,Kezia Karen
Power Outlet,Panasonic,Electrical,Piece,46,20000,920000,IDR,2024-04-24 13:15:16,Delivery,Medan,Branch,Erna Syaiban,Chairil Dhaifullah
Wall Paint,Dulux,Paint,Can,9,120000,1080000,IDR,2022-10-29 08:58:33,Delivery,Bandung,Branch,Ayu Ubaid,Anwar Arif Akhtar
Paint Roller,Ace Oldfields,Paint Accessory,Piece,31,25000,775000,IDR,2021-02-05 13:05:09,Delivery,Denpasar,Branch,Agung Pahlevi,Ilyas Jabar
Clay Roof Tile,Kanmuri,Roof Covering,Piece,7,2000,14000,IDR,2022-06-03 14:04:42,Delivery,Jakarta,Branch,Tono Wijaya,Muhammad Fikru
Door Frame (Wood),Unbranded,Door Frame,Piece,10,250000,2500000,IDR,2023-08-16 11:31:20,Delivery,Bandung,Branch,Saiful Jayawardana,Harum Hafsa
Lightweight Steel Roof Frame,Taso,Roof Frame,Meter,28,45000,1260000,IDR,2024-04-27 15:40:56,Pickup,Denpasar,Branch,Ayu Kusuma,Nina Octavia
